NomePlanilha;DataUltimaCompra;Grupo;Material;Quantidade;UnidadeMedida;ValorUnitario;ValorTotalItem
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 1/4""";146,00;m;1,36;198,56
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 3/8""";138,00;m;1,43;197,34
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 1/2""";20,00;m;1,76;35,20
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 5/8""";10,00;m;1,95;19,50
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;8,00;pç;18,00;144,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás nitrogênio;2,00;unid.;180,00;360,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás acetileno;2,00;unid.;100,00;200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás Oxigenio;2,00;unid.;100,00;200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);2,00;pç;30,00;60,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Fita prata para junção do isolamento em polietileno;16,00;un;5,00;80,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);85,00;cj;8,00;680,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE EXAUSTÃO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø125.;88,00;Unid.;32,00;2.816,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE INSUFLAMENTO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø100.;16,00;Unid.;32,00;512,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE INSUFLAMENTO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø150.;2,00;Unid.;40,00;80,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE INSUFLAMENTO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø245.;4,00;Unid.;40,00;160,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO C/ REGISTRO. 9"" x 9"".";14,00;Unid.;141,00;1.974,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO, C/ REGISTRO.VAZÃO, 12"" x 12"".";32,00;Unid.;208,00;6.656,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO, C/ REGISTRO.VAZÃO, 15"" x 15"".";102,00;Unid.;271,00;27.642,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 225mm x 75mm.;2,00;Unid.;50,00;100,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 425mm x 125mm.;1,00;Unid.;83,00;83,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE INSUFLAMENTO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 225mm x 75mm.;11,00;Unid.;58,00;638,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE INSUFLAMENTO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 225mm x 125mm.;1,00;Unid.;61,00;61,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO, 425mm x 125mm.;16,00;Unid.;89,00;1.424,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO, 625mm x 225mm.;7,00;Unid.;156,00;1.092,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
725mm x 425mm.";23,00;Unid.;289,00;6.647,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
825mm x 425mm.";1,00;Unid.;324,00;324,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
1025mm x 325mm.";3,00;Unid.;317,00;951,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
1025mm x 425mm.";1,00;Unid.;394,00;394,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
1225mm x 425mm.";7,00;Unid.;464,00;3.248,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA PARA TOMADA DE AR EXTERNO EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 385mm x 330mm.;12,00;Unid.;147,00;1.764,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA PARA TOMADA DE AR EXTERNO EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 585mm x 330mm.;2,00;Unid.;209,00;418,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA EM CHAPA DE AÇO COM 4 FUROS DE FIXAÇÃO, PARA SAÍDA DE AR COM TELA ANTI-INSETO, 150mm X 150mm.;16,00;Unid.;125,00;2.000,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 385mm x 330mm.;14,00;Unid.;147,00;2.058,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 585mm x 330mm.;1,00;Unid.;209,00;209,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24. Ref.: GUERDAU;135,00;kg;13,00;1.755,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;5.294,00;kg;13,00;68.822,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;1.079,00;m²;16,00;17.264,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Tubo de PVC Ø150 mm (tubo com 6 m);102,00;m;20,00;2.040,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Tubo de PVC Ø200 mm (tubo com 6 m);30,00;m;50,00;1.500,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;LUVA PVC Ø150mm;17,00;pç;19,00;323,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;LUVA PVC Ø200mm;5,00;pç;30,00;150,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Joelho 90° PVC Ø150mm;15,00;pç;20,00;300,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Joelho 90° PVC Ø200mm;8,00;pç;60,00;480,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Joelho 45° PVC Ø200mm;4,00;pç;50,00;200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTO;Cabo BUS (Cabo blindado 3x18 AWG) (VRF);1.769,00;m;9,50;16.805,50
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTO;Cabo elétrico 1,5mm²;381,00;m;1,20;457,20
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/4"" (67m)";22,00;kg;70,90;1.559,80
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (594m)";97,00;kg;70,90;6.877,30
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (92m)";67,00;kg;70,90;4.750,30
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (457,5m)";112,00;kg;70,17;7.859,04
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/4"" (264,5m)";175,00;kg;98,31;17.204,25
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 7/8"" (70,5m)";60,00;kg;98,31;5.898,60
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.1/8"" (79,5m)";126,00;kg;98,31;12.387,06
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.3/8"" (110,5m)";104,00;kg;97,50;10.140,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.5/8"" (33,5m)";62,00;kg;97,50;6.045,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Tubo de cobre + Isolamenyo;1,00;kg;1.957,65;1.957,65
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1/4""";76,00;m;7,52;571,52
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 3/8""";406,00;m;8,27;3.357,62
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1/2""";242,00;m;8,73;2.112,66
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 5/8""";330,00;m;9,75;3.217,50
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 3/4""";222,00;m;10,65;2.364,30
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 7/8""";62,00;m;11,47;711,14
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.1/8""";102,00;m;13,54;1.381,08
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.3/8""";70,00;m;16,61;1.162,70
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.5/8""";34,00;m;20,89;710,26
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;5,00;pç;13,68;68,40
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Conexões de cobre. Ref.: Eluma;1,00;vb;3.454,91;3.454,91
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás nitrogênio;7,00;unid.;180,00;1.260,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás acetileno;12,00;unid.;100,00;1.200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás Oxigenio;12,00;unid.;100,00;1.200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);6,00;pç;30,00;180,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;6,00;litros;90,58;543,48
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;8,00;cj;60,00;480,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);600,00;cj;8,00;4.800,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/4"" (119m)";16,90;kg;70,90;1.198,21
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (112m)";24,90;kg;70,90;1.765,41
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (15m)";4,60;kg;70,90;326,14
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (8m)";3,10;kg;70,90;219,79
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 1/4""";104,00;m;1,32;137,28
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 3/8""";96,00;m;1,43;137,28
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 1/2""";20,00;m;1,76;35,20
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 5/8""";6,00;m;2,47;14,82
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;8,00;pç;18,00;144,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás acetileno;2,00;unid.;100,00;200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Gás Oxigenio;2,00;unid.;100,00;200,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);2,00;pç;30,00;60,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Fita prata para junção do isolamento em polietileno;16,00;un;5,00;80,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);85,00;cj;8,00;680,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE EXAUSTÃO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø125.;57,00;Unid.;32,80;1.869,60
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE INSUFLAMENTO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø100.;31,00;Unid.;30,00;930,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE INSUFLAMENTO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø150.;2,00;Unid.;44,00;88,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;DIFUSOR DE INSUFLAMENTO DE AR CIRCULAR, EM PVC, COR BRANCA, C/ REGISTRO.  Ø245.;4,00;Unid.;98,00;392,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO C/ REGISTRO. 9"" x 9"".";14,00;Unid.;141,00;1.974,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO, C/ REGISTRO.VAZÃO, 12"" x 12"".";32,00;Unid.;208,00;6.656,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO, C/ REGISTRO.VAZÃO, 15"" x 15"".";102,00;Unid.;259,40;26.458,80
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 225mm x 75mm.;2,00;Unid.;50,00;100,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 425mm x 125mm.;1,00;Unid.;83,00;83,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE INSUFLAMENTO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 225mm x 75mm.;11,00;Unid.;58,00;638,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE INSUFLAMENTO DE AR C/ REGISTRO DE VAZÃOEM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 225mm x 125mm.;1,00;Unid.;61,00;61,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO, 425mm x 125mm.;16,00;Unid.;89,00;1.424,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO, 625mm x 225mm.;7,00;Unid.;156,00;1.092,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
725mm x 425mm.";23,00;Unid.;289,00;6.647,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
825mm x 425mm.";1,00;Unid.;324,00;324,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
1025mm x 325mm.";3,00;Unid.;317,00;951,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
1025mm x 425mm.";1,00;Unid.;394,00;394,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;"GRELHA DE RETORNO DE AR, EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS E COM REGISTRO,
1225mm x 425mm.";7,00;Unid.;464,00;3.248,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA PARA TOMADA DE AR EXTERNO EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 385mm x 330mm.;12,00;Unid.;147,00;1.764,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA PARA TOMADA DE AR EXTERNO EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 585mm x 330mm.;2,00;Unid.;209,00;418,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA EM CHAPA DE AÇO COM 4 FUROS DE FIXAÇÃO, PARA SAÍDA DE AR COM TELA ANTI-INSETO, 150mm X 150mm.;16,00;Unid.;35,00;560,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 385mm x 330mm.;14,00;Unid.;147,00;2.058,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;GRELHA DE EXAUSTÃO DE AR EM ALUMÍNIO, ALETAS HORIZONTAIS FIXAS, 585mm x 330mm.;1,00;Unid.;209,00;209,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24. Ref.: GUERDAU;135,00;kg;13,00;1.755,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;5.294,00;kg;13,00;68.822,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;600,00;m²;16,94;10.164,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Tubo de PVC Ø150 mm (tubo com 6 m);102,00;m;20,70;2.111,40
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Tubo de PVC Ø100 mm (tubo com 6 m);18,00;m;8,65;155,70
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Tubo de PVC Ø200 mm (tubo com 6 m);24,00;m;35,84;860,16
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;LUVA PVC Ø150mm;17,00;pç;14,98;254,66
